0 33 6
0 36 6
0 63 1
0 145 1
1 47 6
1 72 21
1 111 14
1 147 28
2 122 4
3 1 2
3 36 1
3 145 1
3 149 1
4 11 3
4 29 1
4 54 24
4 148 1
5 125 4
6 0 20
6 2 14
6 3 3
6 21 11
6 24 21
6 38 1
6 50 12
6 53 12
6 89 12
6 96 9
6 116 17
6 137 30
6 142 12
7 149 1
8 145 1
9 36 13
9 61 50
9 94 5
9 152 5
10 34 20
10 91 24
10 102 4
10 117 23
10 147 70
11 36 3
11 99 5
11 111 23
11 145 2
12 9 1
12 36 1
12 143 9
12 149 1
12 150 1
13 27 4
13 101 50
14 33 3
14 150 1
15 5 4
15 6 24
15 11 24
15 16 5
15 28 72
15 40 30
15 48 9
15 54 2
15 55 29
15 62 30
15 68 1
15 83 6
15 92 9
15 105 878
15 106 14
15 113 1
15 139 1
15 140 2
15 146 1
16 9 5
16 15 2
16 18 25
17 63 4
17 117 1
17 136 2
17 151 3
18 149 1
19 31 4
19 72 29
19 108 15
20 36 4
21 36 6
21 135 9
22 145 1
22 151 5
23 63 4
23 129 7
24 131 11
25 2 11
25 3 10
25 21 12
25 24 1
25 38 3
25 53 19
25 70 4
25 81 1
25 118 18
25 138 1
25 142 4
26 31 7
27 149 1
27 154 3
28 31 5
28 36 2
28 51 26
28 57 1
28 63 3
29 49 18
29 91 24
29 108 4
29 153 5
30 36 3
30 135 6
31 91 13
31 122 28
31 145 1
32 2 18
32 21 6
32 38 1
32 43 1
32 65 13
32 89 48
32 96 13
32 142 12
33 32 2
33 85 39
33 125 4
33 129 10
33 153 6
34 36 2
34 122 1
35 0 13
35 2 27
35 3 35
35 21 8
35 24 6
35 50 1
35 81 6
35 89 12
35 116 11
35 121 96
35 132 1
35 137 20
35 138 2
35 142 10
36 31 1
37 145 1
38 36 5
38 44 5
38 117 24
38 123 4
39 4 5
39 37 10
39 59 10
39 91 20
40 99 6
40 111 9
40 151 4
41 9 20
41 31 4
41 97 6
42 9 1
42 147 1
42 149 1
42 153 3
43 5 2
43 6 11
43 7 2
43 11 5
43 22 34
43 28 1
43 40 9
43 55 102
43 56 10
43 58 7
43 68 1
43 80 24
43 90 15
43 92 12
43 104 3
43 106 70
43 126 1
43 128 9
43 130 5
43 134 2
44 63 4
44 91 30
44 153 4
45 100 13
46 96 7
47 36 7
47 51 19
47 115 7
48 149 1
49 35 6
49 51 3
50 91 1
50 145 1
50 149 1
50 150 48
51 9 1
51 31 5
52 85 18
52 107 18
53 9 9
53 67 10
53 153 2
54 29 2
54 105 914
54 148 20
55 135 5
55 149 1
56 150 1
57 20 9
57 63 2
57 145 1
58 37 19
58 72 27
58 91 30
58 145 1
58 149 1
58 151 1
58 153 8
59 33 2
60 37 41
60 47 12
60 91 28
61 8 1
61 60 12
61 64 6
61 73 3
61 95 1
61 98 8
61 112 5
61 144 15
62 9 6
62 115 3
62 149 1
63 35 3
63 63 4
63 71 3
63 79 25
63 125 10
63 147 7
64 2 9
64 3 2
64 21 12
64 38 2
64 50 50
64 53 16
64 81 16
64 84 2
64 89 1
64 93 5
64 116 14
64 132 9
64 137 21
64 142 12
65 31 10
65 136 2
66 46 53
66 147 29
67 37 42
67 63 2
67 91 11
67 150 7
68 51 18
68 99 8
68 145 1
69 4 13
69 91 23
69 99 1
69 110 1
69 117 1
69 123 1
69 143 1
70 103 3
71 11 27
71 17 14
71 28 29
71 40 3
71 52 3
71 54 12
71 55 37
71 56 16
71 62 5
71 75 17
71 77 5
71 80 1
71 83 46
71 90 12
71 92 4
71 106 35
71 109 14
71 113 36
71 119 5
71 130 1
71 134 5
71 141 26
72 71 1
72 117 8
72 122 3
72 147 5
72 153 8
73 0 5
73 50 8
73 89 5
73 137 1
73 142 23
74 14 2
75 122 2
76 63 3
77 36 6
78 91 1
78 147 10
78 149 1
78 151 8
79 10 3
79 79 6
79 115 3
79 149 1
79 153 5
80 9 15
80 30 1
80 31 4
80 145 1
81 27 7
81 101 100
81 120 2
82 9 10
82 42 1
82 71 1
82 79 7
82 86 32
82 151 2
83 13 6
83 29 2
83 148 2
84 122 2
84 149 2
85 9 2
85 145 1
86 145 1
86 151 8
86 153 1
87 8 3
87 9 4
87 26 5
87 49 22
87 145 1
88 9 14
88 14 10
88 63 3
88 125 3
88 143 5
88 149 1
89 19 12
89 45 7
89 60 6
89 64 1
89 73 6
89 95 12
89 98 1
89 112 1
89 144 1
89 147 1
90 30 2
90 36 2
90 122 23
90 145 1
91 23 40
91 41 14
91 74 11
91 76 10
91 78 70
91 124 2
91 133 11
92 25 14
92 122 3
92 151 1
93 33 1
94 36 4
94 51 8
95 100 9
95 122 45
96 9 9
96 36 4
97 5 1
97 6 36
97 7 2
97 11 24
97 12 1
97 16 5
97 28 1
97 39 2
97 43 227
97 54 1
97 55 24
97 69 11
97 75 1
97 77 24
97 87 22
97 90 24
97 105 20
97 114 25
97 128 2
97 139 21
97 146 16
98 9 25
98 63 1
98 125 3
99 0 14
99 2 6
99 3 8
99 21 1
99 43 152
99 53 5
99 84 21
99 89 12
99 93 60
99 142 18
100 51 34
100 63 2
101 31 9
101 33 6
101 36 4
101 82 1
101 111 11
101 145 1
102 91 10
103 9 1
103 88 18
103 110 10
104 9 12
104 30 10
104 91 44
105 27 4
105 101 25
106 9 3
106 149 1
107 148 19
108 31 7
108 63 1
108 91 29
108 135 1
108 151 6
109 63 1
109 145 1
110 9 5
110 31 1
110 85 45
110 143 8
110 149 1
111 149 1
112 23 26
112 41 5
112 66 6
112 74 57
112 76 8
112 124 6
112 127 14
113 31 9
113 110 18
114 72 1
114 147 23
115 145 1
115 149 4
